seed,block,condition,replicate,score,task_accuracy,criterion_score,criterion_accuracy,positive_response_probability,negative_response_probability,effective_distance_from_trained,effective_distance_fraction_of_axis,collapsed_by_score,distance_fraction,intended_distance,orthogonal_dot_axis
3,displacement,orthogonal_random,5,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.689702642500628,0.08999796692638974,False,0.09,2.689763403467221,-6.938893903907228e-18
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.6897082846431783,0.08999815571356296,False,0.09,2.689763403467221,0.0
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.6896682934795226,0.08999681760154746,False,0.09,2.689763403467221,-2.0816681711721685e-17
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,2.988626003852468,0.09999999999999999,True,0.1,2.9886260038524686,
3,displacement,orthogonal_random,0,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.9885645174096545,0.09999794265181611,False,0.1,2.9886260038524686,-3.469446951953614e-18
3,displacement,orthogonal_random,1,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.9885448827585446,0.0999972856726195,False,0.1,2.9886260038524686,0.0
3,displacement,orthogonal_random,2,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.9885516288975618,0.09999751139972647,False,0.1,2.9886260038524686,3.122502256758253e-17
3,displacement,orthogonal_random,3,0.5,0.75,0.4,0.7,0.5,0.0,2.9885272078385348,0.09999669426640181,False,0.1,2.9886260038524686,-1.3877787807814457e-17
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.9885588255548203,0.09999775220126034,False,0.1,2.9886260038524686,-3.8163916471489756e-17
3,displacement,orthogonal_random,5,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.988556387571426,0.0999976706258678,False,0.1,2.9886260038524686,-4.85722573273506e-17
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.988555023732969,0.09999762499157112,False,0.1,2.9886260038524686,-2.0816681711721685e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,2.988544462079653,0.09999727159662299,False,0.1,2.9886260038524686,2.42861286636753e-17
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,3.5863512046229618,0.12,True,0.12,3.5863512046229618,
3,displacement,orthogonal_random,0,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.586217325168414,0.11999552036774172,False,0.12,3.5863512046229618,1.3877787807814457e-17
3,displacement,orthogonal_random,1,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.586269797994237,0.11999727611857021,False,0.12,3.5863512046229618,3.469446951953614e-18
3,displacement,orthogonal_random,2,0.5,0.75,0.4,0.7,0.5,0.0,3.5861867272721955,0.11999449655625848,False,0.12,3.5863512046229618,0.0
3,displacement,orthogonal_random,3,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.586213223815163,0.11999538313567436,False,0.12,3.5863512046229618,-1.3877787807814457e-17
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.5862416319547714,0.11999633367748092,False,0.12,3.5863512046229618,-3.469446951953614e-18
3,displacement,orthogonal_random,5,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.58621472009217,0.11999543320139033,False,0.12,3.5863512046229618,2.6020852139652106e-17
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.586192700319686,0.11999469641557453,False,0.12,3.5863512046229618,0.0
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,3.586283400703697,0.1199977312678409,False,0.12,3.5863512046229618,-4.683753385137379e-17
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,4.482939005778702,0.15,True,0.15,4.482939005778702,
3,displacement,orthogonal_random,0,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482750483649852,0.14999369201336643,False,0.15,4.482939005778702,-6.938893903907228e-18
3,displacement,orthogonal_random,1,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482683735380006,0.14999145860343963,False,0.15,4.482939005778702,-2.6020852139652106e-18
3,displacement,orthogonal_random,2,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482764281925008,0.14999415370630287,False,0.15,4.482939005778702,-8.673617379884035e-18
3,displacement,orthogonal_random,3,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482707641189524,0.14999225849641676,False,0.15,4.482939005778702,1.734723475976807e-17
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482736406093763,0.14999322097563636,False,0.15,4.482939005778702,1.0408340855860843e-17
3,displacement,orthogonal_random,5,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482727930464195,0.14999293737944341,False,0.15,4.482939005778702,1.734723475976807e-17
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482738512297291,0.14999329144961088,False,0.15,4.482939005778702,-1.0408340855860843e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,4.482739003220309,0.1499933078759893,False,0.15,4.482939005778702,-1.0408340855860843e-17
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,5.977252007704936,0.19999999999999998,True,0.2,5.977252007704937,
3,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,5.976852676836351,0.19998663831245292,False,0.2,5.977252007704937,1.0408340855860843e-17
3,displacement,orthogonal_random,1,0.5625,0.78125,0.4,0.7,0.5625,0.0,5.976928876938754,0.19998918798251217,False,0.2,5.977252007704937,7.806255641895632e-18
3,displacement,orthogonal_random,2,0.4375,0.71875,0.4,0.7,0.4375,0.0,5.9769668309976,0.19999045793260953,False,0.2,5.977252007704937,-6.938893903907228e-18
3,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,5.9769572255265135,0.19999013653170242,False,0.2,5.977252007704937,-1.9949319973733282e-17
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,5.976919249425893,0.19998886584408304,False,0.2,5.977252007704937,9.540979117872439e-18
3,displacement,orthogonal_random,5,0.4375,0.71875,0.4,0.7,0.4375,0.0,5.976883598808088,0.19998767296756526,False,0.2,5.977252007704937,0.0
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,5.976915292862445,0.1999887334567103,False,0.2,5.977252007704937,1.214306433183765e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,5.97694494375758,0.19998972558135542,False,0.2,5.977252007704937,3.469446951953614e-18
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,8.965878011557406,0.30000000000000004,True,0.3,8.965878011557404,
3,displacement,orthogonal_random,0,0.5625,0.78125,0.4,0.7,0.5625,0.0,8.965054559712346,0.2999724471431354,False,0.3,8.965878011557404,6.938893903907228e-18
3,displacement,orthogonal_random,1,0.5,0.75,0.4,0.7,0.5,0.0,8.964833972314622,0.2999650662464478,False,0.3,8.965878011557404,-3.469446951953614e-17
3,displacement,orthogonal_random,2,0.5625,0.78125,0.4,0.7,0.5625,0.0,8.965355036716032,0.29998250116137987,False,0.3,8.965878011557404,-1.214306433183765e-17
3,displacement,orthogonal_random,3,0.5,0.75,0.4,0.7,0.5,0.0,8.964469721192307,0.29995287833394735,False,0.3,8.965878011557404,-1.214306433183765e-17
3,displacement,orthogonal_random,4,0.4375,0.71875,0.4,0.7,0.4375,0.0,8.96510932516188,0.29997427960559353,False,0.3,8.965878011557404,2.0816681711721685e-17
3,displacement,orthogonal_random,5,0.5625,0.78125,0.4,0.7,0.5625,0.0,8.965141368228739,0.29997535177276397,False,0.3,8.965878011557404,3.469446951953614e-17
3,displacement,orthogonal_random,6,0.4375,0.71875,0.4,0.7,0.4375,0.0,8.965138310333336,0.29997524945499654,False,0.3,8.965878011557404,-1.734723475976807e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,8.965121616960227,0.2999746908915267,False,0.3,8.965878011557404,4.336808689942018e-18
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,14.943130019262341,0.5,True,0.5,14.943130019262341,
3,displacement,orthogonal_random,0,0.4375,0.71875,0.4,0.7,0.4375,0.0,14.940832350306813,0.49992311955552265,False,0.5,14.943130019262341,-2.0816681711721685e-17
3,displacement,orthogonal_random,1,0.4375,0.71875,0.4,0.7,0.4375,0.0,14.940680877727434,0.4999180512539291,False,0.5,14.943130019262341,-2.6020852139652106e-18
3,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,14.940733336794414,0.49991980654438406,False,0.5,14.943130019262341,-6.938893903907228e-18
3,displacement,orthogonal_random,3,0.375,0.6875,0.4,0.7,0.375,0.0,14.940694843885522,0.4999185185642606,True,0.5,14.943130019262341,5.204170427930421e-18
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,14.940797768174427,0.4999219624307321,False,0.5,14.943130019262341,-3.469446951953614e-18
3,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,14.940899722470634,0.49992537384106167,False,0.5,14.943130019262341,5.204170427930421e-18
3,displacement,orthogonal_random,6,0.5625,0.78125,0.4,0.7,0.5625,0.0,14.941261234617834,0.4999374701069288,False,0.5,14.943130019262341,-3.122502256758253e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,14.940979397098332,0.4999280397694045,False,0.5,14.943130019262341,-5.204170427930421e-17
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,22.41469502889351,0.75,True,0.75,22.41469502889351,
3,displacement,orthogonal_random,0,0.4375,0.71875,0.4,0.7,0.4375,0.0,22.407019729645427,0.7497431830132579,False,0.75,22.41469502889351,-2.42861286636753e-17
3,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,22.407969183166916,0.7497749519104121,False,0.75,22.41469502889351,-1.3877787807814457e-17
3,displacement,orthogonal_random,2,0.4375,0.71875,0.4,0.7,0.4375,0.0,22.407391201626027,0.7497556125370631,False,0.75,22.41469502889351,1.3877787807814457e-17
3,displacement,orthogonal_random,3,0.4375,0.71875,0.4,0.7,0.4375,0.0,22.409023571183056,0.7498102319359081,False,0.75,22.41469502889351,-2.0816681711721685e-17
3,displacement,orthogonal_random,4,0.5625,0.78125,0.4,0.7,0.5625,0.0,22.409038963393925,0.7498107469622397,False,0.75,22.41469502889351,-1.214306433183765e-17
3,displacement,orthogonal_random,5,0.0,0.5,0.4,0.7,0.0,0.0,22.40846066208631,0.7497913968894346,True,0.75,22.41469502889351,-6.5052130349130266e-18
3,displacement,orthogonal_random,6,0.0625,0.53125,0.4,0.7,0.0625,0.0,22.407566541467034,0.7497614794418141,True,0.75,22.41469502889351,-3.469446951953614e-17
3,displacement,orthogonal_random,7,0.5625,0.78125,0.4,0.7,0.5625,0.0,22.407411574726265,0.7497562942249094,False,0.75,22.41469502889351,6.938893903907228e-18
3,displacement,parallel_erasure_axis,0,0.0,0.5,0.4,0.7,0.0,0.0,29.886260038524682,1.0,True,1.0,29.886260038524682,
3,displacement,orthogonal_random,0,0.25,0.625,0.4,0.7,0.25,0.0,29.84604222928462,0.998654304379731,True,1.0,29.886260038524682,-3.469446951953614e-18
3,displacement,orthogonal_random,1,0.0625,0.53125,0.4,0.7,0.0625,0.0,29.844413919764275,0.9985998208304931,True,1.0,29.886260038524682,6.938893903907228e-18
3,displacement,orthogonal_random,2,0.125,0.5625,0.4,0.7,0.125,0.0,29.844327827646616,0.9985969401717039,True,1.0,29.886260038524682,-1.734723475976807e-17
3,displacement,orthogonal_random,3,0.125,0.5625,0.4,0.7,0.125,0.0,29.845883970249375,0.9986490090020209,True,1.0,29.886260038524682,-1.0842021724855044e-17
3,displacement,orthogonal_random,4,0.0,0.5,0.4,0.7,0.0,0.0,29.846044932977296,0.9986543948458072,True,1.0,29.886260038524682,1.734723475976807e-18
3,displacement,orthogonal_random,5,0.9375,0.96875,0.4,0.7,0.9375,0.0,29.84422117796633,0.9985933716529213,False,1.0,29.886260038524682,2.2985086056692694e-17
3,displacement,orthogonal_random,6,0.375,0.6875,0.4,0.7,0.375,0.0,29.847922528863318,0.9987172195647115,True,1.0,29.886260038524682,-1.214306433183765e-17
3,displacement,orthogonal_random,7,0.5,0.75,0.4,0.7,0.5,0.0,29.84272589239792,0.9985433391106601,False,1.0,29.886260038524682,-1.0408340855860843e-17
4,displacement,parallel_erasure_axis,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,1.5612511283791264e-17
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,0.0
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,1.0408340855860843e-17
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,-3.469446951953614e-18
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,3.469446951953614e-18
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,1.9081958235744878e-17
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,2.7755575615628914e-17
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.0,0.0,False,0.0,0.0,0.0
4,displacement,parallel_erasure_axis,0,0.5,0.75,0.4,0.7,0.5,0.0,0.35375451620246195,0.020000000000000007,False,0.02,0.35375451620246184,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.35375238112187485,0.019999879290271125,False,0.02,0.35375451620246184,-5.204170427930421e-18
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.3537544352137507,0.019999995421191397,False,0.02,0.35375451620246184,5.204170427930421e-18
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.353753758888895,0.019999957184231882,False,0.02,0.35375451620246184,-1.0408340855860843e-17
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.3537539428791863,0.019999967586377038,False,0.02,0.35375451620246184,-1.734723475976807e-17
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.35375291348244214,0.019999909388010825,False,0.02,0.35375451620246184,-2.168404344971009e-17
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.3537533210517896,0.019999932430506608,False,0.02,0.35375451620246184,6.938893903907228e-18
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.35375215721651593,0.019999866631472515,False,0.02,0.35375451620246184,-8.673617379884035e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.3537540430221596,0.0199999732480983,False,0.02,0.35375451620246184,0.0
4,displacement,parallel_erasure_axis,0,0.4375,0.71875,0.4,0.7,0.4375,0.0,0.7075090324049237,0.04,False,0.04,0.7075090324049237,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.7075070212361855,0.03999988629579858,False,0.04,0.7075090324049237,0.0
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.7075023490738716,0.03999962214865134,False,0.04,0.7075090324049237,-6.938893903907228e-18
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,0.7075029414160711,0.03999965563753543,False,0.04,0.7075090324049237,-1.8214596497756474e-17
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,0.7075023713980162,0.03999962341077768,False,0.04,0.7075090324049237,-6.938893903907228e-18
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.7075050019138687,0.039999772130623334,False,0.04,0.7075090324049237,-3.469446951953614e-18
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.7074967468880795,0.03999930542134269,False,0.04,0.7075090324049237,-1.5612511283791264e-17
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,0.7074997922768472,0.03999947759660142,False,0.04,0.7075090324049237,-5.204170427930421e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.7075039774692954,0.039999714212234944,False,0.04,0.7075090324049237,1.0408340855860843e-17
4,displacement,parallel_erasure_axis,0,0.3125,0.65625,0.4,0.7,0.3125,0.0,0.8843862905061547,0.05000000000000001,True,0.05,0.8843862905061546,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.8843819105771108,0.049999752374664176,False,0.05,0.8843862905061546,0.0
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.8843755414600031,0.04999939228783469,False,0.05,0.8843862905061546,-1.5612511283791264e-17
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.884378822622776,0.04999957779290234,False,0.05,0.8843862905061546,2.0816681711721685e-17
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.8843720664972192,0.04999919582601585,False,0.05,0.8843862905061546,1.3877787807814457e-17
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,0.8843785750282691,0.04999956379480504,False,0.05,0.8843862905061546,0.0
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.8843822940312622,0.04999977405377406,False,0.05,0.8843862905061546,1.3877787807814457e-17
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,0.8843738851114672,0.049999298643883305,False,0.05,0.8843862905061546,-8.239936510889834e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,0.8843775199540997,0.04999950414473014,False,0.05,0.8843862905061546,1.734723475976807e-18
4,displacement,parallel_erasure_axis,0,0.3125,0.65625,0.4,0.7,0.3125,0.0,1.0612635486073854,0.06,True,0.06,1.0612635486073854,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.0612503091155883,0.05999925148705157,False,0.06,1.0612635486073854,-5.204170427930421e-18
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,1.0612479907828256,0.05999912041690793,False,0.06,1.0612635486073854,-6.938893903907228e-18
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.0612359498667432,0.059998439667092396,False,0.06,1.0612635486073854,1.3877787807814457e-17
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.061252058034871,0.05999935036461794,False,0.06,1.0612635486073854,8.673617379884035e-18
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,1.061258916213614,0.05999973810122221,False,0.06,1.0612635486073854,-8.673617379884035e-18
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.0612439151479243,0.059998889995261574,False,0.06,1.0612635486073854,6.938893903907228e-18
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.0612269499916753,0.059997930846729365,False,0.06,1.0612635486073854,1.3877787807814457e-17
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.0612475460778974,0.059999095274900806,False,0.06,1.0612635486073854,-6.938893903907228e-18
4,displacement,parallel_erasure_axis,0,0.25,0.625,0.4,0.7,0.25,0.0,1.2381408067086166,0.07,True,0.07,1.2381408067086164,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.2381141615413458,0.06999849357867956,False,0.07,1.2381408067086164,-3.469446951953614e-18
4,displacement,orthogonal_random,1,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.2381268492085369,0.06999921089346198,False,0.07,1.2381408067086164,-6.938893903907228e-18
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,1.2381202911618063,0.06999884012523541,False,0.07,1.2381408067086164,-1.734723475976807e-18
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,1.2381104113110755,0.06999828155423331,False,0.07,1.2381408067086164,-3.469446951953614e-18
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.2380984431141495,0.06999760491569569,False,0.07,1.2381408067086164,-1.474514954580286e-17
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,1.2381100681485784,0.06999826215306773,False,0.07,1.2381408067086164,1.734723475976807e-18
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,1.238096247070061,0.06999748075931107,False,0.07,1.2381408067086164,1.734723475976807e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,1.2381108758196462,0.06999830781586669,False,0.07,1.2381408067086164,1.734723475976807e-18
4,displacement,parallel_erasure_axis,0,0.1875,0.59375,0.4,0.7,0.1875,0.0,1.4150180648098474,0.08,True,0.08,1.4150180648098474,
4,displacement,orthogonal_random,0,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.4149960973287796,0.07999875803812749,False,0.08,1.4150180648098474,1.0408340855860843e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,1.4150043263567633,0.07999922327758631,False,0.08,1.4150180648098474,1.0408340855860843e-17
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,1.4149857567802944,0.07999817342094175,False,0.08,1.4150180648098474,0.0
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,1.414989955484255,0.0799984108004673,False,0.08,1.4150180648098474,6.938893903907228e-18
4,displacement,orthogonal_random,4,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.4149752149975814,0.0799975774267011,False,0.08,1.4150180648098474,-5.204170427930421e-18
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,1.4149732037300855,0.07999746371691628,False,0.08,1.4150180648098474,0.0
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.4149786201298005,0.07999776994055255,False,0.08,1.4150180648098474,5.204170427930421e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.4149811161910744,0.07999791105882297,False,0.08,1.4150180648098474,-1.9081958235744878e-17
4,displacement,parallel_erasure_axis,0,0.1875,0.59375,0.4,0.7,0.1875,0.0,1.5918953229110782,0.09,True,0.09,1.5918953229110782,
4,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,1.591845554042439,0.08999718624829595,False,0.09,1.5918953229110782,-1.214306433183765e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,1.591845120374724,0.0899971617302929,False,0.09,1.5918953229110782,1.431146867680866e-17
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.5918619838767767,0.08999811513166478,False,0.09,1.5918953229110782,0.0
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,1.5918391167755968,0.08999682230852712,False,0.09,1.5918953229110782,1.734723475976807e-18
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,1.591870722834275,0.08999860920069278,False,0.09,1.5918953229110782,3.469446951953614e-18
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.5918646953598892,0.08999826842910627,False,0.09,1.5918953229110782,0.0
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.5918667213623818,0.08999838297195449,False,0.09,1.5918953229110782,-1.734723475976807e-18
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,1.591857610087442,0.08999786785344588,False,0.09,1.5918953229110782,1.0842021724855044e-17
4,displacement,parallel_erasure_axis,0,0.1875,0.59375,0.4,0.7,0.1875,0.0,1.7687725810123092,0.1,True,0.1,1.7687725810123092,
4,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,1.7687400917673888,0.09999816317568075,False,0.1,1.7687725810123092,1.8214596497756474e-17
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,1.7687089368501967,0.0999964017894219,False,0.1,1.7687725810123092,0.0
4,displacement,orthogonal_random,2,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.7687292891504605,0.0999975524348176,False,0.1,1.7687725810123092,1.9081958235744878e-17
4,displacement,orthogonal_random,3,0.625,0.8125,0.4,0.7,0.625,0.0,1.7686954269611377,0.09999563798919095,False,0.1,1.7687725810123092,-9.540979117872439e-18
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,1.7687148645442898,0.09999673691979179,False,0.1,1.7687725810123092,2.6020852139652106e-18
4,displacement,orthogonal_random,5,0.625,0.8125,0.4,0.7,0.625,0.0,1.7687280007818968,0.09999747959512202,False,0.1,1.7687725810123092,-2.0816681711721685e-17
4,displacement,orthogonal_random,6,0.6875,0.84375,0.4,0.7,0.6875,0.0,1.7686951226172065,0.09999562078268659,False,0.1,1.7687725810123092,-1.3877787807814457e-17
4,displacement,orthogonal_random,7,0.625,0.8125,0.4,0.7,0.625,0.0,1.7687162602682973,0.09999681582897563,False,0.1,1.7687725810123092,8.673617379884035e-18
4,displacement,parallel_erasure_axis,0,0.125,0.5625,0.4,0.7,0.125,0.0,2.122527097214771,0.12000000000000001,True,0.12,2.1225270972147707,
4,displacement,orthogonal_random,0,0.625,0.8125,0.4,0.7,0.625,0.0,2.1224761519721955,0.11999711974037125,False,0.12,2.1225270972147707,-2.6020852139652106e-18
4,displacement,orthogonal_random,1,0.625,0.8125,0.4,0.7,0.625,0.0,2.1224587944907256,0.11999613841119099,False,0.12,2.1225270972147707,2.949029909160572e-17
4,displacement,orthogonal_random,2,0.625,0.8125,0.4,0.7,0.625,0.0,2.122422499495715,0.11999408642353579,False,0.12,2.1225270972147707,6.938893903907228e-18
4,displacement,orthogonal_random,3,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.1224493185990085,0.11999560267856946,False,0.12,2.1225270972147707,0.0
4,displacement,orthogonal_random,4,0.625,0.8125,0.4,0.7,0.625,0.0,2.1224575342752767,0.11999606716317061,False,0.12,2.1225270972147707,-1.734723475976807e-18
4,displacement,orthogonal_random,5,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.1224363702156963,0.11999487062384116,False,0.12,2.1225270972147707,7.806255641895632e-18
4,displacement,orthogonal_random,6,0.625,0.8125,0.4,0.7,0.625,0.0,2.1224579223888433,0.11999608910570697,False,0.12,2.1225270972147707,9.540979117872439e-18
4,displacement,orthogonal_random,7,0.6875,0.84375,0.4,0.7,0.6875,0.0,2.1224683069240933,0.11999667620974518,False,0.12,2.1225270972147707,1.214306433183765e-17
4,displacement,parallel_erasure_axis,0,0.0625,0.53125,0.4,0.7,0.0625,0.0,2.6531588715184635,0.15,True,0.15,2.6531588715184635,
